|land|port|location|city|region|runway|approach|usage|opstatus|coordinates|
|ID|5GK|Gunung Kidul|Gunung Kidul|JB|--3-----|RL|1701||0604S 10620E|
|ID|JGL|Jonggol|Jonggol|JB|--3-----|RL|1601||0628S 10702E|
|ID|KDR|Kediri|Kediri|JI|--3-----|RL|1607||0748S 11200E|
|ID|KOL|Kolaka|Kolaka|SG|1-------|RQ|0901||0403S 12134E|
|ID|LAT|Lalang Terminal| St|Lalang Terminal| St||1-------|RQ|9506|||
|ID|LUW|Luwuk|Luwuk||1--4----|AI|9601|||
|ID|MES|Medan| Sumatra|Medan| Sumatra||1--45---|AI|9601|||
|ID|NGK|Nagrak|Nagrak|JB|-----6--|RL|1107||0704S 10732E|
|ID|PGA|Pagerungan|Pagerungan||1-----7-|RQ|0401||0655S 11555E|
|ID|PPR|Pasir Pangarayan|Pasir Pangarayan||---4----|RQ|0901||0049N 10022E|
|ID|PNK|Pontianak| Kalimantan|Pontianak| Kalimantan||1--45---|AI|9601|||
|ID|RAU|Riau|Riau|RI|--3-----|RL|1101||0047N 10433E|
|ID|SKP|Sekupang|Sekupang|RI|1-3-----|RL|0401||0108N 10356E|
|ID|SQG|Sintang|Sintang||---4----|AI|0001|||
|ID|SUS|Susoh| Sumatra|Susoh| Sumatra||1-------|QQ|8103|||
|ID|TJT|Tanjungbatu|Tanjungbatu|KI|--3-----|RL|1407||0217N 11805E|
|ID|TUA|Tual|Tual|MA|1-------|RQ|0901||0538S 13244E|
|IE|ABB|Abbeyleix|Abbeyleix||--3-----|AF|9508|||
|IE|BAI|Bailieborough|Bailieborough|CN|--3-----|RL|0207||5354N 00658W|
|IE|BYY|Ballyhahil|Ballyhahil|LK|-----6--|RL|0901||5233N 09911W|
|IE|BLA|Blackrock|Blackrock|D|-23-----|RL|0207||5318N 00611W|
|IE|CAN|Carrickcarnan|Carrickcarnan||--3-----|AF|9508|||
|IE|CLA|Clara|Clara||--3-----|RL|9811|||Offaly
|IE|CGW|Craughwell|Craughwell|G|--3-----|RQ|0901||5312N 00813W|
|IE|DFT|Dublin-Dublin Ferryport Terminals|Dublin-Dublin Ferryport Terminals|D|1-------|AA|1207||5319N 00614W|
|IE|FEB|Ferrybank|Ferrybank|WD|--3-----|RL|1701||5215N 00706W|
|IE|GRY|Greystones|Greystones|WW|--3-----|RL|1301||5308N 00603W|
|IE|KKS|kilkishen|kilkishen|CE|--3-----|RL|0901||5248N 00845W|
|IE|KSL|Kinsealy|Kinsealy|D|--3-----|RQ|0901|||
|IE|MYO|Mayo|Mayo|MO|--3-----|RL|0701||5345N 00907W|
|IE|NBS|Newbliss|Newbliss|MN|--3-----|RL|1501||5409N 00708W|
|IE|RDM|Rathdrum|Rathdrum|WW|1-3-----|RQ|0901||5255N 00614W|
|IE|SYF|Sandyford|Sandyford|D|--3-----|RQ|1001||5316N 00613W|
|IE|TFK|Termonfeckin|Termonfeckin|LH|--3-----|RL|1207||5345N 00616W|
|IE|WES|Westport|Westport||1-------|AF|9508|||
|IL|CXQ|Ashdod Conterm|Ashdod Conterm|D|-----6--|AC|1301||3149N 03439E|
|IL|BVQ|Beer-Tuvia|Beer-Tuvia|D|--3-----|RL|1501||3146N 03443E|
|IL|DAR|Bnei Darom|Bnei Darom||--3-----|RL|0901||3149N 03141E|
|IL|GAT|Gat Rimmon|Gat Rimmon|M|--3-----|RL|1601||3204N 03452E|
|IL|IHA|Herzliyya|Herzliyya|TA|--3-----|RL|1101||3210N 03450E|
|IL|KLS|Kfar Saba|Kfar Saba|M|--3-----|RL|1601||3210N 03454E|
|IL|M8A|Magshimim|Magshimim|M|1-3-----|RL|1401||3202N 03454E|
|IL|MVA|Moshav Ahisamach|Moshav Ahisamach|M|--3-----|RL|1107||3156N 03454E|
|IL|OYH|Or Yehuda|Or Yehuda||--3-----|RL|0201||3202N 03451E|
|IL|TRS|Red Sea Security|Red Sea Security|D|-----6--|AA|1801||2933N 03457E|
|IL|SWS|Swissport Cargo ICD/Lod|Swissport Cargo ICD/Lod|TA|-----6--|AC|1301||3157N 03453E|
|IL|YOT|Yotvata|Yotvata||---4----|AI|0001|||
|IN|ADY|Adyar|Adyar|TN|-----6--|RL|1201||1300N 08015E|
|IN|NNN|Amrlitcl-SEZ/Nanguneri|Amrlitcl-SEZ/Nanguneri|TN|-----6--|RQ|1001||0829N 07740E|
|IN|IXU|Aurangabad|Aurangabad||---4----|AI|9601|||
|IN|BAN|Banswara|Banswara|RJ|--3-----|RL|0507||2333N 07427E|
|IN|BTL|Beltola|Beltola|AS|--3-----|RL|1401||2607N 09148E|
|IN|BHO|Bhopal|Bhopal|MP|---4----|AI|1401||2316N 07724E|
|IN|BUN|Bundala|Bundala|PB|--3-----|RL|1207||3132N 07458E|
|IN|CDM|Chidambaram|Chidambaram|TN|-23-----|RL|0701||1124N 07942E|
|IN|TBC|CTSI SEZ/Siruseri|CTSI SEZ/Siruseri|TN|--3--6--|AA|1207||1305N 08017E|
|IN|KML|Deipl Sez/Kurubarapalli|Deipl Sez/Kurubarapalli|TN|-----6--|AA|1907||1232N 07812E|
|IN|DIG|Dighi (Pune)|Dighi (Pune)|MH|1-3--6--|AA|0501||1815N 07258E|ICD/CFS
|IN|ERO|Erode|Erode|TN|1-3-----|RL|0701||1121N 07744E|
|IN|GAJ|Ganjam|Ganjam|OR|--3-----|RL|1201||1923N 08504E|
|IN|GND|Greater Nodia|Greater Nodia|UP|123-----|RQ|1001||2849N 07753E|
|IN|HZA|Hazira Port/Surat|Hazira Port/Surat|GJ|1-------|RL|1207||2105N 07237E|
|IN|AII|IGGSL SEZ/Thane|IGGSL SEZ/Thane|MH|-----6--|RL|1501||1912N 07258E|
|IN|JIG|Jaigaon|Jaigaon|WB|-------B|AA|0006|||
|IN|JIN|Jind|Jind|HR|--3-----|AA|1601||2919N 07619E|
|IN|KKP|Kanakapura|Kanakapura|KA|-23-----|RQ|1901||1233N 07725E|
|IN|KTR|Kathinhar|Kathinhar|BR|-------B|AA|0006|||
|IN|KHP|Khopta|Khopta||-----6--|AA|0401|||
|IN|KDP|Kondiapetnam|Kondiapetnam|KL|1-------|AA|0006|||
|IN|LAK|Lalakua|Lalakua|AN|--3-----|RQ|0901|||
=|IN||Madras = Chennai (ex Madras)|Madras = Chennai (ex Madras)|||||||
|IN|MNW|Mandwa|Mandwa|MH|1-------|AA|0006|||
|IN|MUZ|Modinagar Icd/Ghaziabad|Modinagar Icd/Ghaziabad|UP|-----6--|AA|1701||2839N 07725E|
|IN|NAB|Nabarangapur|Nabarangapur|OR|--3-----|RL|2001||1913N 08232E|
|IN|CNC|NCTL SEZ/Kancheepuram|NCTL SEZ/Kancheepuram|TN|--3--6--|AA|1207||1250N 07943E|
|IN|GAO|OPGS SEZ/Gandhidham|OPGS SEZ/Gandhidham|GJ|-----6--|AF|1401||2305N 07008E|
|IN|PGH|Pantnagar|Pantnagar||---4----|AI|9601|||
|IN|PAV|Pipavav (Victor) Port|Pipavav (Victor) Port|GJ|123-----|AA|0701||2058N 07133E|
|IN|BGQ|Quest-SEZ/Belgaum|Quest-SEZ/Belgaum|KA|-----6--|RQ|0907||1552N 07430E|
|IN|RAP|Rampur|Rampur|UP|--3-----|RL|1201||2648N 07901E|
|IN|RPN|Rupnagar|Rupnagar|PB|--3-----|RL|1201||3057N 07631E|
|IN|STY|Satyavedu|Satyavedu|TN|--3-----|RL|1301||1326N 07959E|
|IN|SAP|Siddapur|Siddapur|KA|-----6--|RL|1201||1218N 07552E|
|IN|SIT|Sitapur|Sitapur|UP|--3-----|RL|1201||2734N 08041E|
|IN|CSV|SVPL SEZ/Coimbatore|SVPL SEZ/Coimbatore|TN|--3--6--|AA|1207||1100N 07658E|
|IN|TPP|Thoppumpady|Thoppumpady||-----6--|RQ|1007||0956N 07615E|
|IN|TUT|Tuticorin|Tuticorin|TN|123--6--|AA|0501||0847N 07808E|
|IN|VEN|Vengurla|Vengurla|MH|1-------|RL|0002|||
|IN|KJW|Wipro Sez/Kodathi|Wipro Sez/Kodathi|KA|-----6--|AA|1707||1288N 07771E|
|IQ|BBB|Babil|Babil|BB|--3-----|RL|1607||3232N 04425E|
|IQ|OSM|Mosul (Ak Mawsil)|Mosul (Ak Mawsil)|NI|1-3-----|AI|0307||3610N 04235E|
|IR|AMP|Amir Abad Pt|Amir Abad Pt|21|1-------|RL|0901||3605N 05222E|
|IR|CI3|Chabahar|Chabahar|11|--3-----|RL|1601||2517N 06038E|
|IR|KNR|Kangan|Kangan||---4----|AI|0001|||
|IR|PYK|Payam Apt|Payam Apt||--345---|RL|0601||3547N 05049E|
|IR|SYZ|Shiraz|Shiraz||1--4----|AI|9601|||
|IS|BRE|Breiddalsvik|Breiddalsvik||1-------|AC|9601|BXV||
|IS|HRI|Hrisey|Hrisey||1-------|AC|9601|||
|IS|SAN|Sandgerdi|Sandgerdi||1-------|AC|9601|||
|IT|ATR|Abbiategrasso|Abbiategrasso||--3-----|RL|0201||4524N 00854E|
|IT|AG3|Agerola|Agerola|NA|--3-----|RL|1207||4038N 01432E|
|IT|ABL|Albano Laziale|Albano Laziale|RM|-23-----|RL|0407||4144N 01239E|
|IT|ADN|Aldino|Aldino|BZ|--3-----|RL|1801|||
|IT|ATO|Altedo|Altedo|BO|--3-----|RL|0407||4440N 01129E|
|IT|AN7|Andriano|Andriano|BZ|--3-----|RL|1207||4631N 01113E|
|IT|R3E|Arcella|Arcella|AV|--3-----|RL|1407||4057N 01449E|
|IT|ANR|Arona|Arona|NO|--3-----|RL|1401||4546N 00834E|
|IT|SSN|Assemini|Assemini||-23--6--|RQ|0901|||
|IT|AVO|Avola|Avola|SR|1-3-----|AA|1207||3654N 01508E|
|IT|BRL|Bagno a Ripoli|Bagno a Ripoli|FI|--3-----|RL|1601||4345N 01119E|
|IT|BAC|Baraccola|Baraccola||--3-----|RQ|0201|||
|IT|RRR|Barni|Barni|CO|--3-----|RL|0901||4554N 00916E|
|IT|BNI|Bedonia|Bedonia|PR|--3-----|RQ|1007||4430N 00938E|
|IT|BDV|Berbenno di Valtellina|Berbenno di Valtellina|SO|--3-----|RL|0901||4610N 00944E|
|IT|BTE|Beverate|Beverate|LC|--3-----|RL|0701||4544N 00925E|
|IT|BCE|Bisceglie|Bisceglie|BT|123-----|RL|1801||4114N 01630E|
|IT|BLV|Bolzano Novarese|Bolzano Novarese|NO|--3-----|RL|1207||4546N 00827E|
|IT|BSL|Borgo San Lorenzo|Borgo San Lorenzo||--3-----|RQ|9705|||
|IT|BOA|Bosa|Bosa|OR|123-----|AA|1801|BSA|4018N 00830E|
|IT|BNO|Bregnano|Bregnano|CO|--3-----|RL|1801|||
|IT|BZY|Bronte|Bronte|CT|--3-----|RL|1601||3747N 01450E|
|IT|BBT|Buonabitacolo|Buonabitacolo|SA|-----6--|RL|1201||4016N 01537E|
|IT|CID|Ca' di David|Ca' di David||--3-----|RL|0307||4527N 01055E|
|IT|CLS|Calasetta|Calasetta||1-------|AI|1201||3903N 00822E|
|IT|OO8|Calosso|Calosso|AT|--3-----|RL|1207||4444N 00814E|
|IT|GLJ|Camogli|Camogli|GE|123-----|AA|1801||4421N 00909E|
|IT|C55|Campofilone|Campofilone|FM|--3-----|RL|1801||4304N 01348E|
|IT|CR9|Cannara|Cannara|PG|--3-----|AM|2207||4300N 01235E|
|IT|CP7|Capiago|Capiago|CO|--3-----|RL|1607||4546N 00907E|
|IT|GNI|Caramagna Piemonte|Caramagna Piemonte|CN|--3-----|RL|1601||4446N 00744E|
|IT|CWW|Carinaro|Carinaro|CE|-----6--|RL|1107||4059N 01413E|
|IT|CFG|Carpino|Carpino|FG|--3-----|AM|2301||4150N 01551E|
||IT|ZFS|Casalecchio|Casalecchio||-----6--|RL|2407||4400N 01237E|
|IT|CL9|Casarola|Casarola|PR|--3-----|RL|1401||4425N 01006E|
|IT|OVS|Casola Valsenio|Casola Valsenio|RA|--3-----|RL|0607||4413N 01137E|
|IT|CGQ|Castagnole Monferrato|Castagnole Monferrato|AT|--3-----|RQ|1701||4458N 00818E|
|IT|ZFG|Castel Sant'Elia|Castel Sant'Elia|VT|-----6--|RL|0901||4215N 01222E|
|IT|LLM|Castellamonte|Castellamonte|TO|--3-----|RL|0901||4522N 00743E|
|IT|C8F|Castello-Molina di Fiemme|Castello-Molina di Fiemme|TN|--3-----|AM|2207||4617N 01126E|
|IT|C8N|Castelsantangelo sul Nera|Castelsantangelo sul Nera|MC|--3-----|RL|1501||4253N 01309E|
|IT|ZEU|Castilenti|Castilenti|TE|-----6--|RL|1801||4232N 01355E|
|IT|NPO|Cavanella Po|Cavanella Po|RO|--3-----|RL|0701||4502N 01209E|
|IT|CLK|Cellatica|Cellatica|BS|--3-----|RL|1801||4535N 01010E|
|IT|GVX|Cereglio Vergato|Cereglio Vergato|BO|--3-----|RQ|1001||4418N 01140E|
|IT|CCX|Cervasca|Cervasca|CN|--3-----|RL|0901||4423N 00728E|
|IT|CHR|Chiara|Chiara||--3-----|RQ|9705|||
|IT|CH2|Chiusi della Verna|Chiusi della Verna|AR|--3-----|RL|1301||4342N 01156E|
|IT|ZFF|Cirimido|Cirimido|CO|-----6--|RL|0901||4542N 00900E|
|IT|CIZ|Cizzolo|Cizzolo||--3-----|RL|0001|||
|IT|CDL|Colle di Val d'Elsa|Colle di Val d'Elsa|SI|--3-----|RL|0212||4325N 01107E|
|IT|OTM|Comano Terme|Comano Terme|TN|--3-----|RL|1401||4601N 01052E|
|IT|ONV|Conversano|Conversano|BA|-23-----|RL|0407||4058N 01707E|
|IT|ORR|Cornaredo|Cornaredo|MI|--3-----|RL|0407||4530N 00901E|
|IT|OSE|Coseano|Coseano|UD|--3-----|RL|0407||4605N 01301E|
|IT|ZXI|Cremosano|Cremosano|CR|-----6--|RL|0901||4523N 00938E|
|IT|CUN|Cuneo|Cuneo|CN|--3-----|RL|1801|||
|IT|DLN|Delianuova|Delianuova|RC|--3-----|RL|1207||3814N 01555E|
|IT|OLI|Dolianova|Dolianova|CA|--3-----|RL|1207||3923N 00911E|
|IT|DRR|Due Carrare|Due Carrare|PD|--3-----|RL|0701||4515N 01150E|
|IT|FBR|Fabriano|Fabriano||--3-----|RQ|9705|||
|IT|FVV|Faver|Faver|TN|--3-----|RL|1207||4610N 01114E|
|IT|FDZ|Fidenza|Fidenza|PR|--3-----|RL|1801|||
|IT|FCO|Fiumicino|Fiumicino|RM|1--4----|AI|1801||4146N 01214E|
|IT|ZBQ|Fontanellato|Fontanellato|PR|-----6--|RL|0901||4453N 01010E|
|IT|FB2|Fornaci di Briosco|Fornaci di Briosco|MB|--3-----|RL|1707||4544N 00914E|
|IT|FRA|Frascati|Frascati||--3-----|RQ|9501|QFR||
|IT|GAE|Gaeta|Gaeta||1-------|AI|1201||4112N 01335E|
|IT|GLI|Galtelli|Galtelli|NU|--3-----|RL|1801||4023N 00936E|
|IT|ZKE|Gavasseto|Gavasseto||-----6--|RL|0901||4439N 01040E|
|IT|GEI|Gerno di Lesmo|Gerno di Lesmo|MB|--3-----|RL|1207||4539N 00919E|
|IT|GIF|Girifalco|Girifalco|CZ|--3-----|RL|1607||3849N 01625E|
|IT|IOR|Gorlago|Gorlago|BG|--3-----|RQ|0907||4540N 00949E|
|IT|GVT|Gravellona Toce|Gravellona Toce||--3-----|RQ|9705|||
|IT|GMD|Grumello del Monte|Grumello del Monte|BG|--3-----|RL|0212||4538N 00952E|
|IT|ZKS|Iano|Iano|RE|-----6--|RL|0901||4435N 01040E|
|IT|ISS|Isola Santo Stefano|Isola Santo Stefano||1-------|AI|9812|||
|IT|LAD|Ladispoli|Ladispoli|RM|123-----|RL|1101||4156N 01205E|
|IT|LMX|Larino|Larino|CB|--3-----|RL|1301||4148N 01454E|
|IT|LFF|Leffe|Leffe||--3-----|RL|0201||4548N 00952E|
|IT|LV8|Levada|Levada|TV|0-------|AA|1801||4544N 01228E|
|IT|LIP|Lipari|Lipari|ME|1-------|AI|1207||3827N 01457E|
|IT|LPP|Lonate Ceppino|Lonate Ceppino|VA|--3-----|RL|1601||4542N 00852E|
|IT|LNA|Lucernate|Lucernate|MI|--3-----|RL|0607||4530N 00901E|
|IT|TSC|Maccastorna|Maccastorna|LO|--3-----|RL|0901||4510N 00941E|
|IT|ULL|Magr� sulla Strada del Vino|Magre sulla Strada del Vino|BZ|--3-----|RL|1207||4617N 01113E|
|IT|NNM|Mangone|Mangone|CS|--3-----|RL|1207||3912N 01619E|
|IT|MMO|Marettimo|Marettimo||1-------|AI|9812|||
|IT|MRL|Marliano|Marliano||--3-----|RL|0201||4349N 01053E|
|IT|MA9|Mascali|Mascali|CT|--3-----|RL|1207||3745N 01512E|
|IT|TM2|Mattarello|Mattarello|TN|--3-----|AM|2207||4600N 01107E|
|IT|MPS|Melito di Porto Salvo|Melito di Porto Salvo|RC|123-----|RL|0901||3755N 01547E|
|IT|ZXN|Mezzanino|Mezzanino|PV|-----6--|RL|0901||4507N 00912E|
|IT|MCU|Mirabello di Cant�|Mirabello di Cantu|CO|--3-----|RL|0701||4543N 00909E|
|IT|MIB|Molinetto|Molinetto|BS|--3-----|RL|0701||4530N 01021E|
|IT|NNO|Mongrassano|Mongrassano|CS|--3-----|RL|0901||3931N 01607E|
|IT|MUC|Montano Lucino|Montano Lucino|CO|--3-----|RL|0901||4547N 00903E|
|IT|TRK|Montecastrilli|Montecastrilli|TR|--3-----|RL|1207||4239N 01229E|
|IT|MTG|Montegiorgio|Montegiorgio||--3-----|RQ|9705|||
|IT|LEM|Monteroni di Lecce|Monteroni di Lecce|LE|--3-----|RL|1207||4019N 01806E|
|IT|TOD|Montodine|Montodine|CR|--3-----|RQ|0907||4517N 00942E|
|IT|MSR|Mornico al Serio|Mornico al Serio||--3-----|RL|0601||4536N 00949E|
|IT|MXG|Muggi�|Muggio||--3-----|RL|0201||4535N 00913E|
|IT|NEE|Ne|Ne|GE|--3-----|RL|1607||4421N 00924E|
|IT|NT6|Nocera Terinese|Nocera Terinese|CZ|--3-----|RL|1407||3902N 01609E|
|IT|ZAQ|Novi di Modena|Novi di Modena|MO|-----6--|RL|0901||4454N 01054E|
|IT|OLS|Oleis|Oleis||--3-----|RL|0601||4601N 01324E|
|IT|ODP|Orciano di Pesaro|Orciano di Pesaro|PU|--3-----|RL|1101||4341N 01258E|
|IT|OZV|Orzivecchi|Orzivecchi|BS|--3-----|RL|1601||4525N 00957E|
|IT|ONO|Ottana|Ottana|NU|--3-----|RL|0212||4014N 00902E|
|IT|P5A|Paglieta|Paglieta|CH|--3-----|RL|1707||4210N 01430E|
|IT|PBP|Palombara Sabina|Palombara Sabina|RM|--3-----|RL|1601||4204N 01246E|
||IT|PSU|Passerano Marmorito|Passerano Marmorito|AT|--3-----|RQ|2407||4154N 01246E|
|IT|PZ2|Pegolotte|Pegolotte|VE|--3-----|RL|1307||4511N 01202E|
|IT|PRU|Pescarolo ed Uniti|Pescarolo ed Uniti|CR|--3-----|RL|1201||4511N 01011E|
|IT|PLD|Piancaldoli|Piancaldoli|FI|--3-----|RL|0901||4413N 01126E|
|IT|PMU|Piedimulera|Piedimulera||-23--6--|RL|0607||4601N 00816E|
|IT|PLV|Pievebelvicino|Pievebelvicino|VI|--3-----|RL|0607||4542N 01120E|
|IT|PIS|Pistoia|Pistoia||--3-----|RQ|9501|||
|IT|PXC|Pognano|Pognano|BG|-----6--|RQ|0907||4535N 00938E|
||IT|PMP|Pompei|Pompei||-23-----|RL|2407||4044N 01430E|
|IT|ZRA|Ponte San Nicol�|Ponte San Nicolo|VI|-----6--|RL|1801||4522N 01137E|
|IT|PZT|Ponzano Veneto|Ponzano Veneto|TV|--3-----|RQ|0901||4542N 01212E|
|IT|GHE|Porto Marghera|Porto Marghera|VE|-23-----|RL|1801||4527N 01215E|
|IT|PVG|Povegliano Veronese|Povegliano Veronese|VR|--3-----|RL|1607||4520N 01052E|
|IT|OTA|Prato|Prato|PO|--3-----|RL|1607||4353N 01106E|
|IT|PMN|Primaluna|Primaluna|LC|--3-----|RL|1801||4559N 00926E|
|IT|QOY|Quero|Quero|BL|--3-----|RL|0507||4555N 01156E|
|IT|RAN|Ravenna|Ravenna||1-------|AI|9601|||
|IT|ZSO|Rev�|Revo|TN|-----6--|RL|1801||4623N 01103E|
|IT|RPL|Ripalta Cremasca|Ripalta Cremasca||--3-----|RL|0601||4520N 00941E|
|IT|RBS|Robassomero|Robassomero||--3-----|RQ|9705|||
|IT|RCP|Roccapietra|Roccapietra|VC|-23-----|RL|0901||4548N 00817E|
|IT|RD3|Romans d'Isonzo|Romans d'Isonzo|GO|--3-----|RL|1207||4553N 01326E|
|IT|ZSE|Rosarno|Rosarno|RC|-----6--|RL|0901||3829N 01558E|
|IT|RTO|Rovereto|Rovereto||-23-----|RQ|9705|||
|IT|SBR|Sala Baganza|Sala Baganza|PR|--3-----|RL|0212||4443N 01014E|
|IT|SZE|Samarate|Samarate|VA|-----6--|RL|0901||4538N 00847E|
|IT|SCN|San Cipriano Po|San Cipriano Po||--3--6--|RL|1101||4507N 00916E|
|IT|GGD|San Floriano del Collio|San Floriano del Collio|GO|--3-----|RL|1207||4559N 01335E|
|IT|SGN|San Giovanni al Natisone|San Giovanni al Natisone||--3-----|RQ|9501|||
|IT|S2B|San Gregorio Magno|San Gregorio Magno|SA|--3-----|RL|1407||4039N 01524E|
||IT|SSD|San Martino in Strada|San Martino in Strada||--3-----|RL|2407||4412N 01202E|
|IT|SNT|San Nicolo a Trebbia|San Nicolo a Trebbia||--3-----|RQ|0101|||
|IT|SPV|San Pietro Viminario|San Pietro Viminario||--3-----|RL|0601||4514N 01149E|
|IT|SSO|San Sisto|San Sisto|PG|-23-----|RL|0401||4305N 01220E|Perugia
|IT|ZTV|Sannicandro di Bari|Sannicandro di Bari|BA|-----6--|RL|0901||4100N 01648E|
|IT|MM6|Santa Maria Di Mugnano|Santa Maria Di Mugnano|MO|--3-----|RL|1501||4436N 01056E|
|IT|ZUA|Sant'Agostino|Sant'Agostino|FE|-----6--|RL|0901||4448N 01123E|
|IT|EGI|Sant'Egidio Del Monte Albino|Sant'Egidio Del Monte Albino|SA|--3-----|RL|1907||4044N 01436E|
|IT|RCD|Sarcedo|Sarcedo|VI|--3-----|RQ|1001||4542N 01131E|
|IT|SSR|Savignano sul Rubicone|Savignano sul Rubicone||--3-----|RL|0212||4406N 01225E|
|IT|ZUD|Scoppito|Scoppito|AQ|-----6--|RL|0901||4222N 01315E|
|IT|SEG|Senigallia|Senigallia|AN|123-----|RL|1101||4343N 01313E|
|IT|RRS|Serre|Serre|SA|-----6--|RQ|1007||4034N 01511E|
|IT|SG9|Sgurgola|Sgurgola|FR|--3-----|RL|1301||4140N 01309E|
|IT|SDL|Soiano Del Lago|Soiano Del Lago||--3-----|RL|9805|||
|IT|ZTJ|Sommatino|Sommatino|CL|-----6--|RL|0901||3720N 01359E|
|IT|2SV|Soveria Simeri|Soveria Simeri|CZ|--3-----|AM|2207||3857N 01641E|
|IT|SQL|Squillace|Squillace|CZ|--3-----|AM|2207||3847N 01631E|
|IT|ZSY|Subbiano|Subbiano|AR|-----6--|RL|0901||4334N 01152E|
|IT|ZAV|Tamai|Tamai|PN|-----6--|RL|0901||4544N 01234E|
|IT|TEE|Teor|Teor|UD|--3-----|RL|1207||4551N 01303E|
|IT|TTX|Thiesi|Thiesi|SS|--3-----|RL|1207||4031N 00843E|
|IT|CRK|Tornata|Tornata|CR|-----6--|RL|0901||4560N 01025E|
|IT|TGR|Torregrande|Torregrande||1-------|AI|9601|||
|IT|T8V|Travac� Siccomario|Travaco Siccomario|PV|--3-----|RL|1807||4509N 00910E|
|IT|TST|Trestina|Trestina||--3-----|RQ|9705|||
|IT|TZC|Tronzano Vercellese|Tronzano Vercellese|VC|--3-----|RQ|1001||4521N 00810E|
|IT|UZZ|Uzzano|Uzzano|PT|--3-----|RL|1207||4354N 01042E|
|IT|V7G|Valfabbrica|Valfabbrica|PG|--3-----|RL|1607||4309N 01236E|
|IT|VDS|Vandoies|Vandoies|BZ|--3-----|RL|0401||4649N 01143E|
|IT|VED|Velo D'astico|Velo D'astico|VI|--3-----|RL|1801|||
|IT|VMZ|Vermezzo|Vermezzo|MI|--3-----|RQ|1001||4524N 00859E|
|IT|VZL|Vezzano Ligure|Vezzano Ligure|SP|-23-----|RL|0407||4409N 00952E|
|IT|VIS|Vigasio|Vigasio|VR|-23-----|RL|0407||4519N 01056E|
|IT|VDF|Villa di Briano|Villa di Briano|CE|-23-----|RL|0701||4100N 01409E|
|IT|VCZ|Villaga|Villaga|VI|--3-----|RL|1207||4524N 01132E|
|IT|LTO|Villaretto|Villaretto|TO|--3-----|RL|1207||4501N 00707E|
|IT|ZWW|Visna|Visna||-----6--|RL|0901||4550N 01224E|
|IT|ZAF|Zafferia|Zafferia|ME|--3-----|RL|1801||3809N 01530E|
|IT|Z8V|Zovencedo|Zovencedo|VI|--3-----|RL|1901||4525N 01130E|
|JM|KIN|Kingston|Kingston||1--45---|AI|9601|||
|JM|ROH|Rose Hall|Rose Hall|11|-----6--|RL|1201||1756N 07739W|
|JO|JAR|Jerash|Jerash|JA|--3-----|AM|2107||3216N 03553E|
|JP|AIK|Aikawa| Niigata|Aikawa| Niigata|15|1-------|AF|9907|||
|JP|AFG|Akitafunagawa|Akitafunagawa|05|1-------|RQ|1001||3953N 13957E|
|JP|AOS|Aoshima|Aoshima|42|1-------|AF|9907|||
|JP|ATM|Atsumi|Atsumi|23|1-------|AF|9907|||
|JP|CJU|Chiju|Chiju|43|1-------|AF|9907|||
|JP|DZK|Dohzaki|Dohzaki|42|1-------|AF|9907|||
|JP|FGS|Fugusaki|Fugusaki|23|1-------|AF|9907|||
|JP|FMS|Fukushima| Miyazaki|Fukushima| Miyazaki|45|1-34----|AF|0401||3128N 13113E|
|JP|FGW|Futagawa|Futagawa|46|1-------|AF|9907|||
|JP|HAB|Habu| Hiroshima|Habu| Hiroshima|34|1-------|AF|9907|||
|JP|HSU|Hamasuki|Hamasuki|46|1-------|AF|9907|||
|JP|HYT|Hayato|Hayato|46|1-------|AF|9907|||
|JP|HKR|Hikari|Hikari|35|1-------|AF|9907|||
|JP|HRO|Hiro|Hiro|34|1-------|AF|9907|||
|JP|HNJ|Honjo| Kyoto|Honjo| Kyoto|26|1-------|AF|9907|||
|JP|IIB|Iibi|Iibi|32|1-------|AF|9907|||
|JP|INR|Inatori|Inatori|22|1-------|AF|9907|||
|JP|ISO|Ishioka|Ishioka|08|-----6--|AF|1501||3611N 14016E|
|JP|IWT|Iwojima| Nagasaki|Iwojima| Nagasaki|42|1-------|AF|9501|||
|JP|KGZ|Kagamino|Kagamino|33|--3-----|AF|1407||3506N 13356E|
|JP|KMM|Kaminato|Kaminato|13|1-------|AF|9907|||
|JP|SKJ|Kasai|Kasai|28|-----6--|AF|1901||3456N 13450E|
|JP|KSU|Katsumoto|Katsumoto|42|1-------|AF|9907|||
|JP|KEG|Kegoya|Kegoya|34|1-------|AF|9907|||
|JP|KZU|Kisarazu|Kisarazu|12|1-------|AF|9907|||
|JP|KDK|Kodakashima|Kodakashima|44|1-------|AF|9907|||
|JP|KMD|Komoda|Komoda|42|1-------|AF|9907|||
|JP|KZJ|Kozai|Kozai|37|1-------|AF|9907|||
|JP|KRE|Kure| Hiroshima|Kure| Hiroshima|34|1-------|AF|9907|||
|JP|MAH|Machida|Machida|13|--3-----|AF|1207||3532N 13928E|
|JP|MTY|Matoya|Matoya|24|1-------|AF|9907|||
|JP|MIH|Mihonoseki|Mihonoseki|32|1-------|AF|9907|||
|JP|MIK|Misaki| Kanagawa|Misaki| Kanagawa|14|1-------|AF|9907|||
|JP|YAK|Miyakonojo|Miyakonojo|45|--3-----|RQ|0907||3144N 13104E|
